reviews,appVersion,at,label
crearon problemas cobro ahora no dan solucion alguna,1.87.79,2021-04-04 18:30:10,Negativo
no puedo ingresar,1.87.79,2021-06-24 17:25:43,Negativo
pesimo actualice app no podia recibir llaves desinstalevolvi instalar ahora no puedo ingresar dicen cuenta vigentes no puede usarrrrrr,1.87.79,2021-07-08 04:53:57,Negativo
no llega sms poder validar,1.87.79,2022-06-01 01:34:52,Negativo
no sirve aplicacion,1.87.79,2021-01-27 21:10:56,Negativo
nunca termina cargar,1.87.79,2021-04-14 03:30:09,Negativo
anda colgando ultimamente ahi ningun problema,1.87.79,2021-06-24 19:55:17,Negativo
muchas fallas presenta,1.87.79,2021-09-01 14:42:42,Negativo
si no actualizas no funciona tenia emergencia tenia actualizar internet lento,1.87.79,2021-04-12 23:11:07,Negativo
pesimo esperando hace mas hora llegue codigo confirmacion crear cuenta,1.87.79,2021-04-08 20:46:40,Negativo
pesima no puedo actualizar llave,1.87.79,2021-04-11 14:10:01,Negativo
ph no puedo actualizar llave,1.87.79,2024-01-15 22:40:35,Negativo
bien solo deberian implementar opcion mapear sin agregar numero contactos no acceso codigo qr,1.87.79,2020-11-19 08:55:31,Negativo
traba nadie dice,1.87.79,2021-01-28 21:41:12,Negativo
paso llevo dia intentando primero pidio actualizar no hacia desinstale no puede acceder aplicacion enojado atencion recibida,1.87.79,2021-10-20 20:39:12,Negativo
no opinar demora abrir,1.87.79,2020-12-04 00:52:48,Negativo
hola aplicacion genera error actualizar no permite entrar,1.87.79,2021-06-24 23:21:56,Negativo
no puedo entrar sistema,1.87.79,2021-02-01 23:15:19,Negativo
no puedo crear cuenta debido sale mensaje error cada vez ingreso numero dni,1.87.79,2021-09-25 02:47:20,Negativo
hola no puedo instalar app ni usando datos ni usando wifi casi 6 horas intentando no resulta,1.87.79,2022-05-24 22:31:28,Negativo
hola llave no puedo abrir dice x vulnerar politicas seguridad,1.87.79,2021-03-17 17:32:40,Negativo
pesima tratar servicio tecnico no solucionan problema x automatizacion nunca logran hacerte seguimiento problema solucion llevo 1 mes sin poder restaurar llave,1.87.79,2021-10-12 02:42:10,Negativo
cuelga,1.87.79,2021-06-24 18:10:22,Negativo
no pude actualizar app demoro cargar asi pasaron dias desinstalar aplicacion ahorita llevo 3 dias queriendo instalar no carga,1.87.79,2021-10-27 03:55:11,Negativo
  no deja actualizar termina descargar actualizacion dice solicita ayuda,1.87.79,2023-01-21 12:40:43,Negativo
alguien mas paso hizo mapeo no registraron ni llego destinarlo descontaron monto molestado app veces no quiere mapear veces no puede hacer giros ahora hago llave no registran descuentan alguna respuesta favor,1.87.81,2020-12-17 00:26:19,Negativo
aplicacion buena solo pasa quieres hacer reclamo escribenno ayudan diciembre problema no pueden tapiar no puedo tapiar hacen contestarte decirte ok ayudaremos final no dan solucion creo si app grande deberian dar solucion errores resigne desinstale aplicacion si no dan solucion alguna no recomiendo,1.87.81,2021-01-21 18:32:48,Negativo
pense no cobraban comisionsi hacen adios siempre llave perdi dinero,1.87.81,2021-01-25 15:29:50,Negativo
no puedo actualizar voy horas horas enojado atencion recibida,1.87.81,2022-05-26 18:13:20,Negativo
frecuencia cuelga,1.87.81,2021-06-24 13:18:06,Negativo
problema aplicacion x amigos apearon deberia tener 70 solessolo sale 3 verdad no cono recuperar dinero,1.87.81,2020-12-12 16:52:54,Negativo
porqueria servicio ahora no puedo registrar haber cambiado numero,1.87.81,2021-05-14 12:54:30,Negativo
no deja abrir cuenta llevo 1 semana asi sin poder abrir cuenta enojado frustrado,1.87.81,2021-05-20 19:05:22,Negativo
no puedo habria app necesito actualizardicha actualizacion no figura play store,1.87.81,2021-06-24 13:34:38,Negativo
hola dia hoy descarga aplicacion registre final dice alcance limite intentos no entiendo pie si recien instale,1.87.81,2020-11-09 01:46:15,Negativo
mala no sirve,1.87.81,2021-06-22 12:46:05,Negativo
unico problema quiero cambiar cuenta no puede salir facilmente cuenta creada ir cuenta no puedes tener 2 llapas vez,1.87.81,2020-12-16 03:07:12,Negativo
no descarga demora demasiado,1.87.81,2021-06-24 18:19:49,Negativo
no deja hacer pagos ni recibir contacte soporte no solucionan,1.87.81,2021-01-27 21:05:28,Negativo
mapeado m salio errorsin embargobanco descuento mala app devolucion tramite demora,1.87.81,2020-12-15 19:57:39,Negativo
no gusto aplicacion no podia recargar tenias buscar amistad poder tener dinero verdadero fastidio desistale,1.87.81,2021-05-19 02:56:42,Negativo
llave informada cada movimiento quiero vea portada pantalla no escondido comoahoragracias,1.87.81,2020-12-16 17:47:10,Negativo
no puede descargar paliativo,1.87.81,2022-03-23 01:40:15,Negativo
no sirve crash deja funcionar,1.87.81,2021-06-26 17:23:29,Negativo
pesimo sin palabras no recomiendo,1.87.81,2021-06-24 15:32:52,Negativo
mas semana no funciona llave no pedo mapear solo dice intenta mas tarde ni saldo muestra enojado atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida enojada atencion recibida,1.87.81,2022-01-03 16:14:05,Negativo
intentando actualizar app 100 sale ocurrio error intento sale mismo,1.87.81,2022-05-23 22:12:18,Negativo
no carga app,1.87.81,2022-01-03 19:29:36,Negativo
no puedo instalar llave celular nunca carga,1.87.81,2022-04-04 04:44:04,Negativo
mala,1.87.81,2022-09-02 15:20:52,Negativo
no puedo descargar solo da vuelta vuelta llevo casi dos dias no carga,1.87.81,2022-05-25 15:26:59,Negativo
sale acceso denegado privilegios administrador no entiendo app,1.87.81,2021-02-05 13:47:03,Negativo
problemas llave hace dias no puedo usarlo desinstale ahora no puedo volver instalar 3 dias dias intento,1.87.81,2022-03-29 12:02:39,Negativo
nunca problema tonel app salio actualizarimposible actualizar pesar megas elimine tampoco puedo descargar,1.87.81,2022-02-22 22:17:23,Negativo
deberian aumentar monto transferencia 1000 soles,1.87.81,2020-12-17 02:01:09,Negativo
no abre aplicacion desinstale ahora no puedo descargarlo pesimo,1.87.81,2022-05-30 16:39:18,Negativo
no deja registrarme nueva forma verificacion pesima cambienla vuelvan antes,1.87.81,2021-01-31 13:47:16,Negativo
apee 6 veces 15 soles salia errorredescuento dinero tenia no llega persona practicamente robo 90 soles pesimo,1.87.81,2021-01-02 13:24:23,Negativo
no siempre funciona quiero enviar veces falla,1.87.81,2021-01-31 19:41:54,Negativo
pesimo,1.87.81,2022-03-02 17:45:59,Negativo
fatal mas 1 hora tratando actualizar pareciera da impresion demora grabando informacion terrible 10 estrellas,1.87.81,2022-02-18 17:25:49,Negativo
basura aplicacion,1.87.81,2021-01-02 03:37:38,Negativo
no deja ingresar llave hace mas 2 meses supuestamente dice estan arreglando trabajando problema,1.87.81,2021-06-04 15:43:55,Negativo
quiero instalar llave no puede k debo hacer pregunta desinstale x motivo k no entra contraseña llave x,1.87.81,2021-06-04 12:58:18,Negativo
problemas llave no puedo utilizar sale cm bloqueado,1.87.81,2022-06-08 17:44:23,Negativo
no puedo actualizar pesima aplicacion,1.87.81,2022-02-19 12:14:37,Negativo
pesimo,1.87.81,2021-06-03 23:14:41,Negativo
pense diferentefalla sale error mapear mal sigue igual mal,1.87.81,2020-12-19 15:32:02,Negativo
trato instalar llave no podido 5 horas,1.87.81,2022-03-01 23:00:24,Negativo
no pasa llave monto minimo mapeo sale 000 no puedo mapear aun,1.87.81,2020-12-23 01:01:41,Negativo
cambie celular descargado app no puedo entrar debe,1.87.81,2020-12-28 21:28:11,Negativo
necesita hacer pagos centros autorizados dicen no saldo fastidia,1.87.81,2020-12-24 13:10:01,Negativo
no puedo instalar año samsung 20 urgente,1.87.81,2022-02-20 02:50:35,Negativo
descarga llave momento no puedo acceder sale intente momento 1 mes intentando quiero solucion,1.87.81,2020-12-25 16:09:28,Negativo
desee ayer no responde deseo saber sigue apareciendo error,1.87.81,2020-12-30 11:58:28,Negativo
no puedo validar pesimo pesimo,1.87.81,2021-06-07 20:42:37,Negativo
ingreso misma cuenta no ingresa mensajes ni codigos llamada,1.87.81,2021-01-05 17:18:54,Negativo
no puede bajar app ni realizar movimientos ayer,1.87.81,2022-03-03 17:36:49,Negativo
mala señal deficiencias servicio,1.87.81,2023-10-31 14:51:29,Negativo
buena app ahorita no ni problema,1.87.81,2022-03-09 05:14:58,Negativo
hola necesito ayuda sale clave incorrecta correo invalidopues hacer significa hackearon,1.87.81,2021-06-02 01:38:01,Negativo
nueva actualizacion identificar dni problemasquisecambiar cuenta sale error superado intentos desafilado quiero volver afiliar cuenta nueva bcp sale superado intentos no bloquearon aplicacion necesito registrarme nuevo favor aplicacion necesaria negocio,1.87.81,2021-06-15 05:03:43,Negativo
ultimamente cerrandose no abre,1.87.81,2021-01-29 15:42:14,Negativo
pierde dinero app saliendo error encima no sale ningun historial envios hizo mapeo pierde dinero nadie responde ello,1.87.81,2020-12-17 14:11:20,Negativo
salido error mapear no podia hacerlo reviso cuento habia mapeado 100 solesno aparece movimientos llave solo app nacion no llegado destinatario solo quitaron hice reclamo pagina no responden mañana ire banco caso no solucion,1.87.81,2021-01-16 07:43:54,Negativo
hace dias sale mensaje ups problema asi desinstale bolero instalar no permite queda cargando no descarga nunca,1.87.81,2022-02-10 03:13:18,Negativo
bloquearon llame dijeron no posible ingresar nuevo mal,1.87.81,2021-06-14 13:16:49,Negativo
problema app sale verifique conexion internet si no deja entrar,1.87.81,2022-07-06 16:00:53,Negativo
pesimo,1.87.81,2021-02-05 14:33:54,Negativo
pesima dejo funcionar ahora no puede ni descargar tan bien ahora solo traido problemas,1.87.81,2022-02-14 00:05:20,Negativo
problemas conectarse limite envio arreglen favor,1.87.81,2021-01-30 13:49:46,Negativo
no puede actualizar,1.87.81,2021-06-25 01:22:12,Negativo
buenas noches no entra aplicacion dice si problema persiste intentalo mas tarde enojado frustrado,1.87.81,2021-06-25 01:42:16,Negativo
buena ahora mala solo aparece error nadie bcp quiere solucionar indican meseguer responden despues tres cuatro dias deberia haber numero llamar pesimo no recomiendo,1.87.81,2021-01-15 18:18:58,Negativo
buenapresenta errores apeos aves simplemente no permite mapear ni recibir,1.87.81,2021-06-09 23:22:09,Negativo
no puedo instalar llave dice cuento llave no asi desistanle no podia enviar dinero ahora dice llave cuenta no cuenta puedo hacer,1.87.81,2021-01-07 23:30:47,Negativo
quinta vez descargo dicen solucionaron problema poder ingresar tarjeta credito vengo año pasando queriendo usar servicio no puede cree cuenta no puedo afiliar tarjeta,1.87.81,2021-01-07 00:29:34,Negativo
hace dias no puedo mandar dinero,1.87.81,2021-01-28 22:23:12,Negativo
no puedo entrar llave,1.87.81,2022-06-16 17:51:07,Negativo
pesima hoy  no 2020 no da pide confirmar identidad respondo todas preguntas correctamente dice mas preguntas sido contestadas manera incorrecta,1.87.81,2020-11-09 00:13:25,Negativo
lento,1.87.81,2021-02-05 14:38:05,Negativo
no abre plantilla numeros,1.87.81,2021-08-16 20:09:44,Negativo
jose no carga aplicaciones enojada atencion recibida enojada atencion recibida enojada atencion recibida,1.87.81,2021-10-21 08:13:40,Negativo
demora,1.87.81,2021-08-21 04:51:24,Negativo
mala,1.87.81,2021-02-11 20:29:33,Negativo
mala no puedo mapear sin ladrones,1.87.81,2021-02-11 21:28:34,Negativo
problemas actualizar app no permite actualizar ni wifi ni datos,1.87.81,2021-10-21 00:07:51,Negativo
no espacio celular entonces no puede entrar llave actualizacion deberia ser opcional gracia,1.87.81,2021-02-12 02:32:08,Negativo
despues delas 12 no puedo usar,1.87.81,2023-04-27 17:10:22,Negativo
no guarda todas transacciones fallando cuidado no registra igual descuenta,1.87.81,2021-08-14 20:00:20,Negativo
pesimo,1.87.81,2021-02-12 12:28:15,Negativo
mala,1.87.81,2021-02-13 01:43:51,Negativo
no deja entrar,1.87.81,2021-04-02 01:43:11,Negativo
pesimo,1.87.81,2021-02-13 02:15:36,Negativo
verdadera tonteria pide actualizar ahora no puedo ingresar,1.87.81,2021-02-13 14:37:37,Negativo
no deja crear cuenta ni menos validar dni mas presiono regresa devuelve paso anterior llevo varios dias desinstale varias veces reinicie celular,1.87.81,2021-10-11 17:03:29,Negativo
verdad demora demasiado cargar triste descontento triste descontento triste descontento,1.87.81,2021-03-31 21:35:03,Negativo
x no puedo descargar llave,1.87.81,2021-10-10 11:31:40,Negativo
no deben obligar actualizar utilizar aplicacion dinero si momento necesita mapear aparece dificil esperar toda actualizacion poder hacer transferencia urgente dinero mal,1.87.81,2021-02-14 15:56:42,Negativo
no actualiza,1.87.81,2021-02-13 00:21:06,Negativo
descargado llave pesimo servicio prefiero banco continental queda no pasa aplicacion,1.87.81,2021-10-09 15:20:16,Negativo
descuentan si no usas apearon descontaron,1.87.81,2021-08-11 20:38:29,Negativo
lento,1.87.81,2021-04-08 02:54:35,Negativo
no quiero actualizarla,1.87.81,2021-02-09 22:29:35,Negativo
1 estrella sistema operativo mod nunca ayudan si problemas recomiendo no descarguen aparte robos hacen llave victima ello,1.87.81,2021-02-09 23:51:48,Negativo
no puedo eliminar cuenta anterior,1.87.81,2021-07-13 01:17:46,Negativo
obligan actualizar parece abuso deberia ser eleccion no obligacion,1.87.81,2021-02-10 15:45:52,Negativo
no puedo actualizar ende no puedo utilizarla resulta complicadomanejo apps,1.87.81,2021-07-14 23:55:31,Negativo
pesima,1.87.81,2021-02-10 16:55:19,Negativo
malo intento crear cuenta dice excedi tiempo realidad hago asta años tiempo porqueria app,1.87.81,2021-04-10 16:44:29,Negativo
antes funcionaba bien celularahora no permite abrirla derechos administrador demasiado molesto,1.87.81,2021-04-10 07:40:57,Negativo
pide reconocimiento facial no reconoce dni frustracion,1.87.81,2021-08-11 19:31:53,Negativo
no sirve,1.87.81,2021-04-10 03:23:45,Negativo
lento sistema no carga aplicacion,1.87.81,2021-02-10 21:15:27,Negativo
  signan niang nube u no h va g b j n ni no no bing j n ni n yin n yin j n j yjyyjnyjny n n non giga ji non n ji sin ni n ni n ion ji gin jogging ingenio j ji j hynnnjnn ingenio bikini n ion ion ni ring jing gong gin iban yin gneis ni bi j llego nhnynnjnhn higiene jing j gag km nego jibion j ni no ring gin yby ñañiga beijing ji iban yi yin inicio nini haniel hi bi nybnynjby,1.87.81,2021-02-10 22:57:20,Negativo
mala,1.87.81,2021-02-10 22:58:41,Negativo
estrellita mucha estafa medio,1.87.81,2021-02-10 23:29:52,Negativo
no puedo instalar sale prioridad administrador puedo hacer,1.87.81,2021-07-28 03:37:35,Negativo
mal no pueden mapear tampoco ingresar registre sale enviamos sms numero 20 segundos bendito sms no llega intente vez 20 voy opcion llamamos 20 segundos no recibo llamada asi bendito problema mal bcp,1.87.81,2023-03-28 16:04:56,Negativo
alguien ayude oriente no puedo abrir llave antiguo numero numero no existe no puedo abrirlo ni tampoco cambiando correo algun numero pueda llamar,1.87.81,2021-07-30 16:40:10,Negativo
lento ingresar servicio celular,1.87.81,2021-02-11 02:11:24,Negativo
demora,1.87.81,2021-02-10 20:15:24,Negativo
no puedo descargar aplicativo nuevamente tenia instalado celular mala manipulacion desinstalo quiero instalada no descarga,1.87.81,2021-07-09 02:03:03,Negativo
no puedo actualizar llave,1.87.81,2021-02-15 00:05:28,Negativo
momento no puedo ingresar app segun enviaran codigo verificacion ahora llevo mas 10 veces intentando ingresar incluso elimino aplicacion vuelvo descargarla pesimo,1.87.81,2021-10-08 21:34:19,Negativo
problema actualizar,1.87.81,2021-02-27 02:07:42,Negativo
totalmente decepcionado imposible crear cuenta,1.87.81,2021-03-15 14:31:37,Negativo
intento mapear espero espera espero nunca llega codigo confirmacion asume,1.87.81,2021-03-14 23:38:31,Negativo
reverenda porqueria instalo registrandome pide validar equidad no responde mas 4 dias problema gran soporte dan app,1.87.81,2021-02-27 20:28:52,Negativo
falta problemas hora cambiar algun documento tarjeta,1.87.81,2021-03-14 14:27:16,Negativo
malo,1.87.81,2021-03-13 17:48:56,Negativo
